,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
1078,20_10_1078,Private Car,MASERATI,LEVANTE GRANSPORT,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019,2020-10
1079,20_10_1079,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1080,20_10_1080,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020,2020-10
1081,20_10_1081,Private Car,MERCEDES BENZ,C200 COUPE FL(C205),Petrol,1497,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,2020-10
1082,20_10_1082,Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015,2020-10
1083,20_10_1083,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1084,20_10_1084,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,2020-10
1085,20_10_1085,Private Car,B.M.W.,M235IA XDRIVE GRAN COUPE (F44),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1086,20_10_1086,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1087,20_10_1087,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1088,20_10_1088,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1089,20_10_1089,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1090,20_10_1090,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1091,20_10_1091,Private Car,TOYOTA,COROLLA RUMION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-10
1092,20_10_1092,Private Car,B.M.W.,X6 XDRIVE40IA M SPORT EDITION (G06),Petrol,2998,STATION WAGGON,A,-,4,"> 500,000",2020,2020-10
1093,20_10_1093,Private Car,TOYOTA,COROLLA RUMION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-10
1094,20_10_1094,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1095,20_10_1095,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-10
1096,20_10_1096,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1097,20_10_1097,Private Car,HYUNDAI,I30N,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1098,20_10_1098,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1099,20_10_1099,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1100,20_10_1100,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-10
1101,20_10_1101,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1102,20_10_1102,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1103,20_10_1103,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-10
1104,20_10_1104,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1105,20_10_1105,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1106,20_10_1106,Private Car,AUDI,Q7 55 TFSI QUATTRO S LINE,Petrol,2995,STATION WAGGON,A,-,6,"> 500,000",2020,2020-10
1107,20_10_1107,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020,2020-10
1108,20_10_1108,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-10
1109,20_10_1109,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1110,20_10_1110,Private Car,MERCEDES BENZ,MERCEDES-AMG GLB35 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1111,20_10_1111,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1112,20_10_1112,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1113,20_10_1113,Private Car,TOYOTA,COROLLA FIELDER,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2020-10
1114,20_10_1114,Private Car,MERCEDES BENZ,MERCEDES-AMG CLA35 4MATIC COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1115,20_10_1115,Private Car,MERCEDES BENZ,V260 AMG EXCLUSIVE EL FACELIFT,Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-10
1116,20_10_1116,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1117,20_10_1117,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1118,20_10_1118,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1119,20_10_1119,Private Car,SUBARU,LEVORG 2.0 STI SPORT EYESIGHT ADVANCED SAFETY PACKAGE,Petrol,1998,STATION WAGGON,C2,-,4,"> 150,000 and <= 300,000",2016,2020-10
1120,20_10_1120,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1121,20_10_1121,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1122,20_10_1122,Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1123,20_10_1123,Private Car,B.M.W.,X6 XDRIVE40IA M SPORT EDITION (G06),Petrol,2998,STATION WAGGON,A,-,4,"> 500,000",2020,2020-10
1124,20_10_1124,Private Car,B.M.W.,X1 SDRIVE20IA XLINE (F48),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1125,20_10_1125,Private Car,TOYOTA,BB Z KIRAMEKI G,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1126,20_10_1126,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2015,2020-10
1127,20_10_1127,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1128,20_10_1128,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1129,20_10_1129,Private Car,RENAULT,ZOE ZE40,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2018,2020-10
1130,20_10_1130,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1131,20_10_1131,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1132,20_10_1132,Private Car,HONDA,CIVIC TYPE R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",2000,2020-10
1133,20_10_1133,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-10
1134,20_10_1134,Private Car,MAZDA,ROADSTER S SPECIAL PACKAGE,Petrol,1496,CONVERTIBLE,C2,-,1,"<= 150,000",2015,2020-10
1135,20_10_1135,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2017,2020-10
1136,20_10_1136,Private Car,HONDA,FREED G AERO JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-10
1137,20_10_1137,Private Car,PORSCHE,TAYCAN 4S,Electric,-,SALOON,A,-,4,"> 500,000",2020,2020-10
1138,20_10_1138,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1139,20_10_1139,Private Car,MAZDA,7G MAZDA3 HATCHBACK 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1140,20_10_1140,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1141,20_10_1141,Private Car,TOYOTA,BB Z AERO G PACKAGE,Petrol,1495,SALOON,C2,-,4,"<= 150,000",2011,2020-10
1142,20_10_1142,Private Car,MERCEDES BENZ,S450 FACELIFT (V222),Petrol,2999,SALOON,A,-,4,"> 500,000",2020,2020-10
1143,20_10_1143,Private Car,MAZDA,MAZDA6 IPM4 2.5 I-NAPPA,Petrol,2488,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1144,20_10_1144,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,2020-10
1145,20_10_1145,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2020-10
1146,20_10_1146,Private Car,TOYOTA,ALPHARD SC,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020,2020-10
1147,20_10_1147,Private Car,MERCEDES BENZ,MERCEDES-AMG GT 53 4M 4 DOOR (X290),Petrol,2999,STATION WAGGON,A,-,4,"> 500,000",2019,2020-10
1148,20_10_1148,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-10
1149,20_10_1149,Private Car,SUBARU,IMPREZA SPORTS SEDAN WRX,Petrol,1994,SALOON,C2,-,4,"<= 150,000",1999,2020-10
1150,20_10_1150,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1151,20_10_1151,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1152,20_10_1152,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1153,20_10_1153,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2020,2020-10
1154,20_10_1154,Private Car,MERCEDES BENZ,MERCEDES-AMG A35 4M (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-10
1155,20_10_1155,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1156,20_10_1156,Private Car,TOYOTA,COROLLA RUMION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-10
1157,20_10_1157,Private Car,HONDA,FIT HYBRID S,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2020-10
1158,20_10_1158,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020,2020-10
1159,20_10_1159,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1160,20_10_1160,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1161,20_10_1161,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1162,20_10_1162,Private Car,VOLVO,XC90 B5 MOMENTUM,Petrol,1969,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1163,20_10_1163,Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1164,20_10_1164,Private Car,MERCEDES BENZ,GLC300 4MATIC COUPE FACELIFT (C253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1165,20_10_1165,Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2013,2020-10
1166,20_10_1166,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020,2020-10
1167,20_10_1167,Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1168,20_10_1168,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,2020-10
1169,20_10_1169,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1170,20_10_1170,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1171,20_10_1171,Private Car,LEXUS,CT200H HYBRID,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-10
1172,20_10_1172,Private Car,HONDA,FREED GI AERO,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-10
1173,20_10_1173,Private Car,MAZDA,CX-5 IPM2 2.5 I-SPECIAL,Petrol,2488,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1174,20_10_1174,Private Car,B.M.W.,X6 XDRIVE40IA M SPORT EDITION (G06),Petrol,2998,STATION WAGGON,A,-,4,"> 500,000",2020,2020-10
1175,20_10_1175,Private Car,LANDROVER,RR VELAR SVAB DYN,Petrol,5000,STATION WAGGON,A,-,4,"> 500,000",2019,2020-10
1176,20_10_1176,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2015,2020-10
1177,20_10_1177,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1178,20_10_1178,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1179,20_10_1179,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER M SPORT EDITION (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020,2020-10
1180,20_10_1180,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1181,20_10_1181,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1182,20_10_1182,Private Car,B.M.W.,X4 XDRIVE20IA XLINE (G02),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1183,20_10_1183,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1184,20_10_1184,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1185,20_10_1185,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1186,20_10_1186,Private Car,MAZDA,CX-5 IPM3 2.0 CORE,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1187,20_10_1187,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1188,20_10_1188,Private Car,NISSAN,LEAF,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1189,20_10_1189,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1190,20_10_1190,Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020,2020-10
1191,20_10_1191,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-10
1192,20_10_1192,Private Car,MERCEDES BENZ,MERCEDES-AMG GT 53 4M 4 DOOR (X290),Petrol,2999,STATION WAGGON,A,-,4,"> 500,000",2019,2020-10
1193,20_10_1193,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1194,20_10_1194,Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1195,20_10_1195,Private Car,MERCEDES BENZ,V260 EXCLUSIVE LONG,Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2018,2020-10
1196,20_10_1196,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1197,20_10_1197,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1198,20_10_1198,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1199,20_10_1199,Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1200,20_10_1200,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1201,20_10_1201,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2017,2020-10
1202,20_10_1202,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020,2020-10
1203,20_10_1203,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1204,20_10_1204,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1205,20_10_1205,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1206,20_10_1206,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2020-10
1207,20_10_1207,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,2020-10
1208,20_10_1208,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1209,20_10_1209,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1210,20_10_1210,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1211,20_10_1211,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1212,20_10_1212,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1213,20_10_1213,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-10
1214,20_10_1214,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2010,2020-10
1215,20_10_1215,Private Car,KIA,SORENTO PE 2.4 GDI GT AWD,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1216,20_10_1216,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,4,"> 500,000",2020,2020-10
1217,20_10_1217,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1218,20_10_1218,Private Car,SUBARU,IMPREZA WRX STI SPEC C,Petrol,1994,SALOON,C2,-,4,"> 150,000 and <= 300,000",2013,2020-10
1219,20_10_1219,Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1220,20_10_1220,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2017,2020-10
1221,20_10_1221,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1222,20_10_1222,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2012,2020-10
1223,20_10_1223,Private Car,B.M.W.,X3 XDRIVE20IA (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1224,20_10_1224,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1225,20_10_1225,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1226,20_10_1226,Private Car,HONDA,CIVIC TYPE R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",1998,2020-10
1227,20_10_1227,Private Car,SUZUKI,SOLIO 2WD CVT MILD HYBRID,Petrol,1242,STATION WAGGON,A,-,4,"<= 150,000",2020,2020-10
1228,20_10_1228,Private Car,TOYOTA,C-HR,Petrol,1798,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1229,20_10_1229,Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1230,20_10_1230,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-10
1231,20_10_1231,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-10
1232,20_10_1232,Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1233,20_10_1233,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1234,20_10_1234,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1235,20_10_1235,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020,2020-10
1236,20_10_1236,Private Car,B.M.W.,530IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1237,20_10_1237,Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1238,20_10_1238,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1239,20_10_1239,Private Car,MAZDA,CX-30 2.0 HIGH,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1240,20_10_1240,Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER PURE EXCELLENCE (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020,2020-10
1241,20_10_1241,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1242,20_10_1242,Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1243,20_10_1243,Private Car,MAZDA,CX-8 2.5 I-PLUS (6 SEATER),Petrol,2488,STATION WAGGON,A,-,5,"> 150,000 and <= 300,000",2020,2020-10
1244,20_10_1244,Private Car,PEUGEOT,5008 THP 1.6L EAT8 ALLURE,Petrol,1598,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-10
1245,20_10_1245,Private Car,MAZDA,CX-8 2.5 I-PLUS,Petrol,2488,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-10
1246,20_10_1246,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-10
1247,20_10_1247,Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2020-10
1248,20_10_1248,Private Car,TOYOTA,VELLFIRE,Petrol,2493,STATION WAGGON,C2,-,7,"> 150,000 and <= 300,000",2016,2020-10
1249,20_10_1249,Private Car,B.M.W.,X3 XDRIVE30IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1250,20_10_1250,Private Car,HONDA,CIVIC TYPE R,Petrol,1996,SALOON,A,-,3,"> 300,000 and <= 500,000",2020,2020-10
1251,20_10_1251,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,2020-10
1252,20_10_1252,Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2020-10
1253,20_10_1253,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2018,2020-10
