,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status (Note),Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
1123,21_01_1123,Private Car,MINI,MINI COOPER S AUTOMATIC WORKS EDITION (F56),Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020,2021-01
1124,21_01_1124,Private Car,AUDI,Q3 35 TFSI,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1125,21_01_1125,Private Car,MITSUBISHI,ECLIPSE CROSS 1.5 CVT 4WD,Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1126,21_01_1126,Private Car,TOYOTA,VOXY HYBRID V,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-01
1127,21_01_1127,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1128,21_01_1128,Private Car,MINI,MINI COOPER S CONVERTIBLE AUTOMATIC (F57),Petrol,1998,CONVERTIBLE,A,-,3,"> 300,000 and <= 500,000",2020,2021-01
1129,21_01_1129,Private Car,AUDI,Q7 55 TFSI QUATTRO S LINE,Petrol,2995,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1130,21_01_1130,Private Car,SUBARU,IMPREZA WRX STI,Petrol,1994,SALOON,C2,-,4,"<= 150,000",2011,2021-01
1131,21_01_1131,Private Car,TOYOTA,COROLLA FIELDER,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1132,21_01_1132,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1133,21_01_1133,Private Car,AUDI,RS6 AVANT QUATTRO,Petrol,3996,STATION WAGGON,A,-,4,"> 500,000",2020,2021-01
1134,21_01_1134,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1135,21_01_1135,Private Car,HONDA,FREED HYBRID JUST SELECTION PLUS,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2014,2021-01
1136,21_01_1136,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2021-01
1137,21_01_1137,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020,2021-01
1138,21_01_1138,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1139,21_01_1139,Private Car,TOYOTA,BB Z AERO G PACKAGE,Petrol,1495,SALOON,C2,-,4,"<= 150,000",2011,2021-01
1140,21_01_1140,Private Car,B.M.W.,118IA SPORT (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1141,21_01_1141,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2021,2021-01
1142,21_01_1142,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1143,21_01_1143,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,2021-01
1144,21_01_1144,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2021-01
1145,21_01_1145,Private Car,MAZDA,CX-30 SKY-X,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1146,21_01_1146,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1147,21_01_1147,Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2012,2021-01
1148,21_01_1148,Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1149,21_01_1149,Private Car,B.M.W.,530IA SALOON LUXURY (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1150,21_01_1150,Private Car,VOLVO,XC60 B5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1151,21_01_1151,Private Car,BENTLEY,CONTINENTAL GT,Petrol,5950,SALOON,A,-,3,"> 500,000",2020,2021-01
1152,21_01_1152,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1153,21_01_1153,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1154,21_01_1154,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1155,21_01_1155,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1156,21_01_1156,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,C2,-,4,"> 300,000 and <= 500,000",2020,2021-01
1157,21_01_1157,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1158,21_01_1158,Private Car,BENTLEY,BENTAYGA V8,Petrol,3996,Station Waggon(Hvy),A,-,3,"> 500,000",2019,2021-01
1159,21_01_1159,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2021-01
1160,21_01_1160,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1161,21_01_1161,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1162,21_01_1162,Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1163,21_01_1163,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1164,21_01_1164,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1165,21_01_1165,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2021,2021-01
1166,21_01_1166,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,2021-01
1167,21_01_1167,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1168,21_01_1168,Private Car,NISSAN,CUBE 15G,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2012,2021-01
1169,21_01_1169,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2010,2021-01
1170,21_01_1170,Private Car,SUZUKI,SOLIO,Petrol,1242,SALOON,C2,-,4,"<= 150,000",2012,2021-01
1171,21_01_1171,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2021-01
1172,21_01_1172,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1173,21_01_1173,Private Car,KIA,SOUL EV+ PLATINUM,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1174,21_01_1174,Private Car,TOYOTA,ALPHARD GF,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2021-01
1175,21_01_1175,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1176,21_01_1176,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,2021-01
1177,21_01_1177,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1178,21_01_1178,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,2021-01
1179,21_01_1179,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020,2021-01
1180,21_01_1180,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1181,21_01_1181,Private Car,NISSAN,SILVIA,Petrol,1998,SALOON,C2,-,3,"<= 150,000",1999,2021-01
1182,21_01_1182,Private Car,PORSCHE,TAYCAN 4S,Electric,-,SALOON,A,-,4,"> 500,000",2020,2021-01
1183,21_01_1183,Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1184,21_01_1184,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1185,21_01_1185,Private Car,B.M.W.,118IA M SPORT EDITION (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1186,21_01_1186,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2012,2021-01
1187,21_01_1187,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1188,21_01_1188,Private Car,TOYOTA,STARLET,Petrol,1331,SALOON,C2,-,4,"<= 150,000",1999,2021-01
1189,21_01_1189,Private Car,HONDA,CIVIC TYPE R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",1998,2021-01
1190,21_01_1190,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020,2021-01
1191,21_01_1191,Private Car,B.M.W.,118IA M SPORT EDITION (F40),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1192,21_01_1192,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1193,21_01_1193,Private Car,TOYOTA,VOXY,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2020,2021-01
1194,21_01_1194,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1195,21_01_1195,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1196,21_01_1196,Private Car,VOLVO,XC40 B5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1197,21_01_1197,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2021-01
1198,21_01_1198,Private Car,MERCEDES BENZ,MERCEDES-AMG GLE53 4M+ COUPE (C167),Petrol,2999,Station Waggon(Hvy),A,-,4,"> 500,000",2020,2021-01
1199,21_01_1199,Private Car,MINI,MINI COOPER S AUTOMATIC WORKS EDITION (F56),Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020,2021-01
1200,21_01_1200,Private Car,FIAT,NUOVA 500,Petrol,499,SALOON,C2,-,1,"<= 150,000",1965,2021-01
1201,21_01_1201,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2021,2021-01
1202,21_01_1202,Private Car,TOYOTA,TANK,Petrol,996,STATION WAGGON,C2,-,4,"<= 150,000",2017,2021-01
1203,21_01_1203,Private Car,MINI,MINI COOPER CLUBMAN AUTOMATIC (F54),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1204,21_01_1204,Private Car,TOYOTA,STARLET,Petrol,1331,SALOON,C2,-,4,"<= 150,000",1998,2021-01
1205,21_01_1205,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1206,21_01_1206,Private Car,HONDA,FREED G AERO COOL EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2014,2021-01
1207,21_01_1207,Private Car,MASERATI,LEVANTE GRANSPORT,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2019,2021-01
1208,21_01_1208,Private Car,PORSCHE,TAYCAN 4S,Electric,-,SALOON,A,-,4,"> 500,000",2020,2021-01
1209,21_01_1209,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1210,21_01_1210,Private Car,AUDI,A4 AVANT 40 TFSI S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1211,21_01_1211,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1212,21_01_1212,Private Car,VOLVO,XC40 B4 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1213,21_01_1213,Private Car,NISSAN,LEAF LUX,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1214,21_01_1214,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1215,21_01_1215,Private Car,MITSUBISHI,COLT,Petrol,1468,SALOON,C2,-,3,"<= 150,000",2011,2021-01
1216,21_01_1216,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016,2021-01
1217,21_01_1217,Private Car,TOYOTA,COROLLA FIELDER HV,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1218,21_01_1218,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020,2021-01
1219,21_01_1219,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1220,21_01_1220,Private Car,TOYOTA,VELLFIRE,Petrol,2493,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015,2021-01
1221,21_01_1221,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2021,2021-01
1222,21_01_1222,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2021,2021-01
1223,21_01_1223,Private Car,HONDA,CR-V,Petrol,1498,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1224,21_01_1224,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1225,21_01_1225,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,2021-01
1226,21_01_1226,Private Car,B.M.W.,318IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1227,21_01_1227,Private Car,B.M.W.,320IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1228,21_01_1228,Private Car,KIA,NIRO EV,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1229,21_01_1229,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1230,21_01_1230,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1231,21_01_1231,Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014,2021-01
1232,21_01_1232,Private Car,HONDA,S2000,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",2000,2021-01
1233,21_01_1233,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2021-01
1234,21_01_1234,Private Car,MINI,MINI COOPER S AUTOMATIC WORKS EDITION (F56),Petrol,1998,SALOON,A,-,3,"> 150,000 and <= 300,000",2020,2021-01
1235,21_01_1235,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1236,21_01_1236,Private Car,MERCEDES BENZ,E200 EXCLUSIVE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1237,21_01_1237,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,2021-01
1238,21_01_1238,Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1239,21_01_1239,Private Car,HONDA,FREED G PREMIUM EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2015,2021-01
1240,21_01_1240,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1241,21_01_1241,Private Car,HONDA,N-ONE G L PACKAGE,Petrol,658,SALOON,C2,-,3,"<= 150,000",2013,2021-01
1242,21_01_1242,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1243,21_01_1243,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1244,21_01_1244,Private Car,TOYOTA,PORTE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2021-01
1245,21_01_1245,Private Car,VOLVO,XC40 B5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1246,21_01_1246,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1247,21_01_1247,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1248,21_01_1248,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1249,21_01_1249,Private Car,MITSUBISHI,PAJERO MINI,Petrol,659,SALOON,C2,-,3,"<= 150,000",1998,2021-01
1250,21_01_1250,Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015,2021-01
1251,21_01_1251,Private Car,TOYOTA,SIENTA HYBRID,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2015,2021-01
1252,21_01_1252,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1253,21_01_1253,Private Car,MERCEDES BENZ,A200 (W177),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1254,21_01_1254,Private Car,HONDA,VEZEL HYBRID Z,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2021-01
1255,21_01_1255,Private Car,LEXUS,RX300,Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1256,21_01_1256,Private Car,B.M.W.,X1 SDRIVE18IA XLINE (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1257,21_01_1257,Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1258,21_01_1258,Private Car,HONDA,ODYSSEY ABSOLUTE,Petrol,2356,STATION WAGGON,C2,-,6,"<= 150,000",2014,2021-01
1259,21_01_1259,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2021-01
1260,21_01_1260,Private Car,TOYOTA,HILUX SURF,Petrol,2693,STATION WAGGON,C2,-,4,"<= 150,000",1999,2021-01
1261,21_01_1261,Private Car,MERCEDES BENZ,MERCEDES-AMG GLE53 4M (V167),Petrol,2999,Station Waggon(Hvy),A,-,6,"> 500,000",2020,2021-01
1262,21_01_1262,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2016,2021-01
1263,21_01_1263,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"<= 150,000",2019,2021-01
1264,21_01_1264,Private Car,HONDA,CIVIC TYPE R GT,Petrol,1996,SALOON,C2,-,3,"> 300,000 and <= 500,000",2020,2021-01
1265,21_01_1265,Private Car,B.M.W.,218IA GRAN COUPE M SPORT EDITION (F44),Petrol,1499,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1266,21_01_1266,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1267,21_01_1267,Private Car,MERCEDES BENZ,E200 AMG LINE FACELIFT (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1268,21_01_1268,Private Car,MERCEDES BENZ,GLA200 (H247),Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1269,21_01_1269,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2021-01
1270,21_01_1270,Private Car,PORSCHE,CAYENNE E-HYBRID COUPE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2020,2021-01
1271,21_01_1271,Private Car,VOLKSWAGEN,T-ROC 1.5 TSI HL,Petrol,1498,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1272,21_01_1272,Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1273,21_01_1273,Private Car,TOYOTA,VELLFIRE HYBRID,Petrol,2493,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2016,2021-01
1274,21_01_1274,Private Car,MAZDA,CX-8 2.5 I-PLUS (6 SEATER),Petrol,2488,STATION WAGGON,A,-,5,"> 150,000 and <= 300,000",2020,2021-01
1275,21_01_1275,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1276,21_01_1276,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1277,21_01_1277,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020,2021-01
1278,21_01_1278,Private Car,MERCEDES BENZ,MERCEDES-AMG C43 4M FL(W205),Petrol,2996,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2021-01
1279,21_01_1279,Private Car,PORSCHE,TAYCAN 4S,Electric,-,SALOON,A,-,4,"> 500,000",2020,2021-01
1280,21_01_1280,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1281,21_01_1281,Private Car,HONDA,FIT HYBRID S HONDA SENSING,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2018,2021-01
1282,21_01_1282,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012,2021-01
1283,21_01_1283,Private Car,NISSAN,JUKE TURBO,Petrol,999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1284,21_01_1284,Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
1285,21_01_1285,Private Car,LEXUS,ES250,Petrol,2487,SALOON,A,-,4,"> 150,000 and <= 300,000",2020,2021-01
1286,21_01_1286,Private Car,TOYOTA,SAI,Petrol,2362,SALOON,C2,-,4,"<= 150,000",2014,2021-01
1287,21_01_1287,Private Car,TESLA,MODEL 3 LONG RANGE DUAL MOTOR ALL WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2020,2021-01
