,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
684,20_01_684,Private Car,MERCEDES BENZ,GT63 S AMG COUPE,Petrol,3982,SALOON,A,-,3,"> 500,000",2019,2020-01
685,20_01_685,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
686,20_01_686,Private Car,TOYOTA,TOWNACE,Petrol,1495,STATION WAGGON,C2,-,4,"<= 150,000",2014,2020-01
687,20_01_687,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
688,20_01_688,Private Car,TOYOTA,ALPHARD 2.5,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
689,20_01_689,Private Car,HONDA,CIVIC TYPE R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",1998,2020-01
690,20_01_690,Private Car,B.M.W.,520IA SALOON - M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
691,20_01_691,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
692,20_01_692,Private Car,TOYOTA,AQUA GS,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014,2020-01
693,20_01_693,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
694,20_01_694,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2019,2020-01
695,20_01_695,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
696,20_01_696,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
697,20_01_697,Private Car,BMW I,I8 ROADSTER (I15),Petrol,1499,CONVERTIBLE,A,-,1,"> 500,000",2018,2020-01
698,20_01_698,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
699,20_01_699,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
700,20_01_700,Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
701,20_01_701,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
702,20_01_702,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2012,2020-01
703,20_01_703,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
704,20_01_704,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
705,20_01_705,Private Car,MERCEDES BENZ,GLA200 FACELIFT (X156),Petrol,1595,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
706,20_01_706,Private Car,MERCEDES BENZ,A220 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
707,20_01_707,Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
708,20_01_708,Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2014,2020-01
709,20_01_709,Private Car,KIA,SORENTO PE 2.4 GDI V2,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
710,20_01_710,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,2020-01
711,20_01_711,Private Car,ROLLS ROYCE,PHANTOM EWB,Petrol,6749,SALOON,C2,-,4,"> 500,000",2015,2020-01
712,20_01_712,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
713,20_01_713,Private Car,TOYOTA,PREVIA,Petrol,2362,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
714,20_01_714,Private Car,HONDA,S2000,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",1999,2020-01
715,20_01_715,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
716,20_01_716,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-01
717,20_01_717,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
718,20_01_718,Private Car,LEXUS,CT200H,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2011,2020-01
719,20_01_719,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
720,20_01_720,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
721,20_01_721,Private Car,TOYOTA,LAND CRUISER,Petrol,4608,STATION WAGGON,C2,-,7,"> 300,000 and <= 500,000",2019,2020-01
722,20_01_722,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
723,20_01_723,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
724,20_01_724,Private Car,TOYOTA,ESTIMA AERAS G,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
725,20_01_725,Private Car,TOYOTA,PRIUS HYBRID GS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,2020-01
726,20_01_726,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
727,20_01_727,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
728,20_01_728,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
729,20_01_729,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2019,2020-01
730,20_01_730,Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2010,2020-01
731,20_01_731,Private Car,TOYOTA,PRIUS ALPHA,Petrol,1797,STATION WAGGON,C2,-,6,"<= 150,000",2014,2020-01
732,20_01_732,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020,2020-01
733,20_01_733,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-01
734,20_01_734,Private Car,NISSAN,SERENA HIGHWAY STAR VIP,Petrol,1997,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2019,2020-01
735,20_01_735,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
736,20_01_736,Private Car,TOYOTA,ALPHARD SC,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2020-01
737,20_01_737,Private Car,B.M.W.,320IA GRAN TURISMO (F34),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2018,2020-01
738,20_01_738,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
739,20_01_739,Private Car,LAMBORGHINI,URUS 4.0 - 5 SEATS,Petrol,3996,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
740,20_01_740,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
741,20_01_741,Private Car,MERCEDES BENZ,GLA200 FACELIFT (X156),Petrol,1595,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
742,20_01_742,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
743,20_01_743,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
744,20_01_744,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2020-01
745,20_01_745,Private Car,KIA,MORNING SPORT A/T,Petrol,1248,SALOON,A,-,4,"<= 150,000",2019,2020-01
746,20_01_746,Private Car,TOYOTA,PRIUS,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2014,2020-01
747,20_01_747,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
748,20_01_748,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012,2020-01
749,20_01_749,Private Car,B.M.W.,X7 XDRIVE40IA 7-SEATER PURE EXCELLENCE (G07),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
750,20_01_750,Private Car,MERCEDES BENZ,MERCEDES-MAYBACH S560 FACELIFT (X222),Petrol,3982,SALOON,A,-,4,"> 500,000",2018,2020-01
751,20_01_751,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
752,20_01_752,Private Car,TOYOTA,VELLFIRE ZA-G,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2015,2020-01
753,20_01_753,Private Car,MITSUBISHI,OUTLANDER 2.4 CVT,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
754,20_01_754,Private Car,TOYOTA,ALPHARD SAC,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2015,2020-01
755,20_01_755,Private Car,MERCEDES BENZ,MERCEDES-AMG G63 4M FL(W463),Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
756,20_01_756,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-01
757,20_01_757,Private Car,B.M.W.,330IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
758,20_01_758,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
759,20_01_759,Private Car,HYUNDAI,KONA ELECTRIC RANGE+,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
760,20_01_760,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
761,20_01_761,Private Car,HONDA,FREED SPIKE HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-01
762,20_01_762,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
763,20_01_763,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
764,20_01_764,Private Car,TOYOTA,FJ CRUISER,Petrol,3955,STATION WAGGON,C2,-,4,"> 150,000 and <= 300,000",2011,2020-01
765,20_01_765,Private Car,MERCEDES BENZ,A220 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
766,20_01_766,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
767,20_01_767,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
768,20_01_768,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
769,20_01_769,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2014,2020-01
770,20_01_770,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
771,20_01_771,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
772,20_01_772,Private Car,HONDA,N ONE PREMIUM TOURER L,Petrol,658,SALOON,C2,-,3,"<= 150,000",2014,2020-01
773,20_01_773,Private Car,AUDI,E-TRON 55 QUATTRO,Electric,-,Station Waggon(Hvy),A,-,4,"> 500,000",2019,2020-01
774,20_01_774,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
775,20_01_775,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
776,20_01_776,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
777,20_01_777,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
778,20_01_778,Private Car,MERCEDES BENZ,GLA200 FACELIFT (X156),Petrol,1595,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
779,20_01_779,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
780,20_01_780,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
781,20_01_781,Private Car,HONDA,FREED G AERO,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-01
782,20_01_782,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
783,20_01_783,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
784,20_01_784,Private Car,HONDA,S660 ALPHA,Petrol,658,CONVERTIBLE,C2,-,1,"<= 150,000",2016,2020-01
785,20_01_785,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
786,20_01_786,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
787,20_01_787,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019,2020-01
788,20_01_788,Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2019,2020-01
789,20_01_789,Private Car,AUDI,Q7 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
790,20_01_790,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
791,20_01_791,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
792,20_01_792,Private Car,MERCEDES BENZ,GLA200 FACELIFT (X156),Petrol,1595,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
793,20_01_793,Private Car,MERCEDES BENZ,GLA200 FACELIFT (X156),Petrol,1595,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
794,20_01_794,Private Car,AUDI,E-TRON 55 QUATTRO,Electric,-,Station Waggon(Hvy),A,-,4,"> 500,000",2019,2020-01
795,20_01_795,Private Car,MITSUBISHI,OUTLANDER 2.4 CVT,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
796,20_01_796,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
797,20_01_797,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2016,2020-01
798,20_01_798,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
799,20_01_799,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2019,2020-01
800,20_01_800,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
801,20_01_801,Private Car,MINI,MINI COOPER S COUNTRYMAN AUTOMATIC (F60),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
802,20_01_802,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
803,20_01_803,Private Car,RENAULT,MEGANE RS 280,Petrol,1798,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
804,20_01_804,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
805,20_01_805,Private Car,TOYOTA,LAND CRUISER,Petrol,3878,CONVERTIBLE,C2,-,3,"<= 150,000",1974,2020-01
806,20_01_806,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
807,20_01_807,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
808,20_01_808,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
809,20_01_809,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER M SPORT EDITION (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
810,20_01_810,Private Car,VOLKSWAGEN,GOLF VR6,Petrol,2792,SALOON,C2,-,4,"<= 150,000",1995,2020-01
811,20_01_811,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
812,20_01_812,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
813,20_01_813,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
814,20_01_814,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
815,20_01_815,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
816,20_01_816,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-01
817,20_01_817,Private Car,PORSCHE,MACAN S,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
818,20_01_818,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020,2020-01
819,20_01_819,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014,2020-01
820,20_01_820,Private Car,AUDI,A6 45 TFSI QUATTRO,Petrol,1984,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
821,20_01_821,Private Car,MERCEDES BENZ,E300 CABRIOLET (A238),Petrol,1991,CONVERTIBLE,A,-,3,"> 300,000 and <= 500,000",2019,2020-01
822,20_01_822,Private Car,B.M.W.,M340IA XDRIVE SALOON (G20),Petrol,2998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
823,20_01_823,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2019,2020-01
824,20_01_824,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
825,20_01_825,Private Car,MERCEDES BENZ,CLS450 4MATIC (C257),Petrol,2999,SALOON,A,-,4,"> 500,000",2019,2020-01
826,20_01_826,Private Car,HONDA,FREED HYBRID JUST SELECTION PLUS,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013,2020-01
827,20_01_827,Private Car,TOYOTA,ALPHARD 2.5,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
828,20_01_828,Private Car,MINI,MINI 5-DOOR COOPER AUTOMATIC (F55),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
829,20_01_829,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
830,20_01_830,Private Car,TOYOTA,C-HR HYBRID,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2017,2020-01
831,20_01_831,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014,2020-01
832,20_01_832,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
833,20_01_833,Private Car,LANDROVER,RRS 3.0 P400 7S SE,Petrol,2996,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
834,20_01_834,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
835,20_01_835,Private Car,VOLVO,XC40 T5 R-DESIGN,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
836,20_01_836,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2019,2020-01
837,20_01_837,Private Car,HONDA,S2000,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",1999,2020-01
838,20_01_838,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
839,20_01_839,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
840,20_01_840,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
841,20_01_841,Private Car,KIA,CERATO 2.0 MPI,Petrol,1999,SALOON,A,-,4,"<= 150,000",2018,2020-01
842,20_01_842,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
843,20_01_843,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
844,20_01_844,Private Car,MERCEDES BENZ,C200 CABRIOLET FL(A205),Petrol,1497,CONVERTIBLE,A,-,3,"> 300,000 and <= 500,000",2019,2020-01
845,20_01_845,Private Car,TOYOTA,AQUA,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
846,20_01_846,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
847,20_01_847,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
848,20_01_848,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2019,2020-01
849,20_01_849,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
850,20_01_850,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
851,20_01_851,Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
852,20_01_852,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
853,20_01_853,Private Car,NISSAN,ELGRAND 250 HWS AVM,Petrol,2488,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
854,20_01_854,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
855,20_01_855,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
856,20_01_856,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
857,20_01_857,Private Car,NISSAN,LEAF,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
858,20_01_858,Private Car,MASERATI,LEVANTE,Petrol,2979,STATION WAGGON,A,-,4,"> 500,000",2018,2020-01
859,20_01_859,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
860,20_01_860,Private Car,AUDI,E-TRON 55 QUATTRO,Electric,-,Station Waggon(Hvy),A,-,4,"> 500,000",2019,2020-01
861,20_01_861,Private Car,MERCEDES BENZ,MERCEDES-AMG A35 4M (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
862,20_01_862,Private Car,HONDA,FREED WELCAB X,Petrol,1496,Station Waggon(WA),C2,-,4,"<= 150,000",2014,2020-01
863,20_01_863,Private Car,PORSCHE,718 CAYMAN GTS,Petrol,2497,SALOON,A,-,1,"> 500,000",2018,2020-01
864,20_01_864,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
865,20_01_865,Private Car,HONDA,FREED G AERO,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-01
866,20_01_866,Private Car,MINI,MINI 5-DOOR COOPER S 60 YEARS EDITION AUTOMATIC (F55),Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
