,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Date Of Registration
29,20_01_29,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
30,20_01_30,Private Car,AUDI,A5 SPORTBACK 40 TFSI,Petrol,1984,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
31,20_01_31,Private Car,PORSCHE,MACAN S,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
32,20_01_32,Private Car,B.M.W.,218IA ACTIVE TOURER (F45),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
33,20_01_33,Private Car,TOYOTA,NOAH,Petrol,1986,STATION WAGGON,C2,-,7,"<= 150,000",2014,2020-01
34,20_01_34,Private Car,NISSAN,QASHQAI TURBO,Petrol,1332,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
35,20_01_35,Private Car,TOYOTA,CROWN ATHLETE S,Petrol,3456,SALOON,C2,-,4,"> 150,000 and <= 300,000",2013,2020-01
36,20_01_36,Private Car,LANDROVER,DISCOVERY SPT P200 R-DYN SE,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
37,20_01_37,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
38,20_01_38,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013,2020-01
39,20_01_39,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
40,20_01_40,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-01
41,20_01_41,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
42,20_01_42,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
43,20_01_43,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
44,20_01_44,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
45,20_01_45,Private Car,MERCEDES BENZ,C200 COUPE FL(C205),Petrol,1497,SALOON,A,-,3,"> 150,000 and <= 300,000",2018,2020-01
46,20_01_46,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
47,20_01_47,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
48,20_01_48,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
49,20_01_49,Private Car,LANDROVER,DISCOVERY SPT P200 S,Petrol,1997,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
50,20_01_50,Private Car,TOYOTA,NOAH,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2014,2020-01
51,20_01_51,Private Car,HONDA,FREED G JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
52,20_01_52,Private Car,AUDI,A4 AVANT 40 TFSI,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
53,20_01_53,Private Car,ASTON MARTIN,DB11 VOLANTE,Petrol,3982,CONVERTIBLE,A,-,3,"> 500,000",2019,2020-01
54,20_01_54,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
55,20_01_55,Private Car,HONDA,ODYSSEY,Petrol,2356,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
56,20_01_56,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
57,20_01_57,Private Car,TOYOTA,VELLFIRE HYBRID,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012,2020-01
58,20_01_58,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
59,20_01_59,Private Car,KIA,SORENTO PE 2.4 GDI GT AWD,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
60,20_01_60,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
61,20_01_61,Private Car,B.M.W.,M850IA XDRIVE COUPE (G15),Petrol,4395,SALOON,A,-,3,"> 500,000",2019,2020-01
62,20_01_62,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
63,20_01_63,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
64,20_01_64,Private Car,FERRARI,488 PISTA,Petrol,3902,SALOON,A,-,1,"> 500,000",2019,2020-01
65,20_01_65,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
66,20_01_66,Private Car,VOLVO,XC90 T6 INSCRIPTION,Petrol,1969,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
67,20_01_67,Private Car,B.M.W.,320IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
68,20_01_68,Private Car,TOYOTA,RUSH,Petrol,1495,STATION WAGGON,C2,-,4,"<= 150,000",2010,2020-01
69,20_01_69,Private Car,MINI,MINI COOPER COUNTRYMAN AUTOMATIC (F60),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
70,20_01_70,Private Car,HONDA,STEPWGN SPADA,Petrol,1496,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2016,2020-01
71,20_01_71,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2019,2020-01
72,20_01_72,Private Car,MERCEDES BENZ,GLA200 FACELIFT (X156),Petrol,1595,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
73,20_01_73,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
74,20_01_74,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
75,20_01_75,Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2011,2020-01
76,20_01_76,Private Car,MERCEDES BENZ,B220 (W247),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
77,20_01_77,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
78,20_01_78,Private Car,HONDA,S2000,Petrol,2156,CONVERTIBLE,D,-,1,"> 150,000 and <= 300,000",2009,2020-01
79,20_01_79,Private Car,LANDROVER,DEFENDER,Petrol,3950,STATION WAGGON,C2,-,5,"> 150,000 and <= 300,000",1999,2020-01
80,20_01_80,Private Car,NISSAN,SERENA HIGHWAY STAR VIP,Petrol,1997,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2019,2020-01
81,20_01_81,Private Car,HONDA,STEPWGN SPADA,Petrol,1496,STATION WAGGON,C2,-,7,"> 150,000 and <= 300,000",2016,2020-01
82,20_01_82,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013,2020-01
83,20_01_83,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
84,20_01_84,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
85,20_01_85,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
86,20_01_86,Private Car,TOYOTA,VELLFIRE,Petrol,2494,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
87,20_01_87,Private Car,HONDA,FIT HYBRID L PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2020-01
88,20_01_88,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
89,20_01_89,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
90,20_01_90,Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
91,20_01_91,Private Car,HONDA,VEZEL HYBRID X,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014,2020-01
92,20_01_92,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2020-01
93,20_01_93,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
94,20_01_94,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
95,20_01_95,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012,2020-01
96,20_01_96,Private Car,MERCEDES BENZ,A220 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
97,20_01_97,Private Car,NISSAN,CUBE 15S,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2009,2020-01
98,20_01_98,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,2020-01
99,20_01_99,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
100,20_01_100,Private Car,TOYOTA,PRIUS,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2011,2020-01
101,20_01_101,Private Car,AUDI,E-TRON 55 QUATTRO,Electric,-,Station Waggon(Hvy),A,-,4,"> 500,000",2019,2020-01
102,20_01_102,Private Car,TOYOTA,MR2,Petrol,1998,SALOON,C2,-,1,"<= 150,000",1994,2020-01
103,20_01_103,Private Car,AUDI,Q5 45 TFSI QUATTRO,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
104,20_01_104,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
105,20_01_105,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
106,20_01_106,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013,2020-01
107,20_01_107,Private Car,BENTLEY,FLYING SPUR V8 S,Petrol,3993,SALOON,A,-,4,"> 500,000",2018,2020-01
108,20_01_108,Private Car,HONDA,STEPWGN SPADA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
109,20_01_109,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2020-01
110,20_01_110,Private Car,PORSCHE,CAYENNE S,Petrol,2894,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
111,20_01_111,Private Car,NISSAN,CUBE 15X V SELECTION,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2011,2020-01
112,20_01_112,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
113,20_01_113,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2020-01
114,20_01_114,Private Car,HONDA,STEPWGN SPADA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
115,20_01_115,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
116,20_01_116,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
117,20_01_117,Private Car,NISSAN,LEAF,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
118,20_01_118,Private Car,TOYOTA,HARRIER,Petrol,1998,STATION WAGGON,C2,-,4,"> 150,000 and <= 300,000",2019,2020-01
119,20_01_119,Private Car,KIA,CERATO 2.0 MPI,Petrol,1999,SALOON,A,-,4,"<= 150,000",2018,2020-01
120,20_01_120,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
121,20_01_121,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2012,2020-01
122,20_01_122,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
123,20_01_123,Private Car,SUBARU,IMPREZA SPORTS COUPE WRX TYPE-R V-LIMITED,Petrol,1994,SALOON,C2,-,4,"<= 150,000",1998,2020-01
124,20_01_124,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014,2020-01
125,20_01_125,Private Car,TOYOTA,PREVIA,Petrol,2362,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
126,20_01_126,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
127,20_01_127,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
128,20_01_128,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
129,20_01_129,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
130,20_01_130,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
131,20_01_131,Private Car,HONDA,CIVIC TYPE R,Petrol,1995,SALOON,C1,-,3,"> 300,000 and <= 500,000",2019,2020-01
132,20_01_132,Private Car,TOYOTA,ESTIMA,Petrol,2362,STATION WAGGON,C2,-,6,"<= 150,000",2011,2020-01
133,20_01_133,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
134,20_01_134,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
135,20_01_135,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
136,20_01_136,Private Car,TOYOTA,AQUA HYBRID GS,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2014,2020-01
137,20_01_137,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012,2020-01
138,20_01_138,Private Car,TOYOTA,VELLFIRE ZG FACELIFT,Petrol,2493,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2020-01
139,20_01_139,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
140,20_01_140,Private Car,VOLKSWAGEN,T-CROSS,Petrol,999,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
141,20_01_141,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
142,20_01_142,Private Car,MERCEDES BENZ,MERCEDES-AMG A35 4M (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
143,20_01_143,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012,2020-01
144,20_01_144,Private Car,TOYOTA,CROWN HYBRID,Petrol,2493,SALOON,C2,-,4,"> 150,000 and <= 300,000",2014,2020-01
145,20_01_145,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
146,20_01_146,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020,2020-01
147,20_01_147,Private Car,NISSAN,SKYLINE GTR,Petrol,2568,SALOON,C2,-,3,"<= 150,000",1992,2020-01
148,20_01_148,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
149,20_01_149,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
150,20_01_150,Private Car,B.M.W.,218IA GRAN TOURER (F46),Petrol,1499,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
151,20_01_151,Private Car,MITSUBISHI,PAJERO 3.0 5AT,Petrol,2972,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
152,20_01_152,Private Car,TOYOTA,PRIUS ALPHA,Petrol,1797,STATION WAGGON,C2,-,6,"<= 150,000",2012,2020-01
153,20_01_153,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
154,20_01_154,Private Car,HONDA,S2000,Petrol,1997,CONVERTIBLE,C2,-,1,"<= 150,000",1999,2020-01
155,20_01_155,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010,2020-01
156,20_01_156,Private Car,LEXUS,IS300,Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
157,20_01_157,Private Car,TESLA,MODEL 3 STANDARD RANGE PLUS REAR WHEEL DRIVE,Electric,-,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
158,20_01_158,Private Car,TOYOTA,ALPHARD HV,Petrol,2494,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
159,20_01_159,Private Car,MERCEDES BENZ,A250 (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
160,20_01_160,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019,2020-01
161,20_01_161,Private Car,B.M.W.,X1 SDRIVE18IA M SPORT EDITION (F48),Petrol,1499,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
162,20_01_162,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014,2020-01
163,20_01_163,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
164,20_01_164,Private Car,JAGUAR,I-PACE EV400 SE,Electric,-,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
165,20_01_165,Private Car,TOYOTA,ALPHARD GF,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019,2020-01
166,20_01_166,Private Car,ROVER,MINI,Petrol,1270,SALOON,C2,-,3,"<= 150,000",1998,2020-01
167,20_01_167,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
168,20_01_168,Private Car,B.M.W.,740LIA SALOON M SPORT EDITION (G12),Petrol,2998,SALOON,A,-,4,"> 500,000",2019,2020-01
169,20_01_169,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
170,20_01_170,Private Car,AUDI,E-TRON 55 QUATTRO,Electric,-,Station Waggon(Hvy),A,-,4,"> 500,000",2019,2020-01
171,20_01_171,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013,2020-01
172,20_01_172,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019,2020-01
173,20_01_173,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019,2020-01
174,20_01_174,Private Car,MERCEDES BENZ,C200 FL(W205),Petrol,1497,SALOON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
175,20_01_175,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012,2020-01
176,20_01_176,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2019,2020-01
177,20_01_177,Private Car,TOYOTA,COROLLA RUMION,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2010,2020-01
178,20_01_178,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012,2020-01
179,20_01_179,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER M SPORT EDITION (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2019,2020-01
180,20_01_180,Private Car,MAZDA,CX-5 IPM2 2.5 I-SPECIAL,Petrol,2488,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019,2020-01
181,20_01_181,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,6,"<= 150,000",2014,2020-01
