,Index By Date,Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,Unnamed: 11,Date Of Registration
180,20_07_180,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013.0,,2020-07
181,20_07_181,Private Car,KIA,CERATO 2.0 MPI PREMIUM,Petrol,1999,SALOON,A,-,4,"<= 150,000",2018.0,,2020-07
182,20_07_182,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
183,20_07_183,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
184,20_07_184,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
185,20_07_185,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
186,20_07_186,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
187,20_07_187,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER M SPORT EDITION (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
188,20_07_188,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
189,20_07_189,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
190,20_07_190,Private Car,CITROEN,C5 AIRCROSS,Petrol,1598,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
191,20_07_191,Private Car,TOYOTA,COROLLA RUMION,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
192,20_07_192,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
193,20_07_193,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
194,20_07_194,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020.0,,2020-07
195,20_07_195,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
196,20_07_196,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
197,20_07_197,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
198,20_07_198,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
199,20_07_199,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
200,20_07_200,Private Car,MAZDA,CX-5 IPM2 2.0 CORE,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
201,20_07_201,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
202,20_07_202,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
203,20_07_203,Private Car,HYUNDAI,NEW SANTA FE PREMIUM,Petrol,2359,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
204,20_07_204,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
205,20_07_205,Private Car,MAZDA,CX-30 2.0 I-PLUS,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
206,20_07_206,Private Car,TOYOTA,SUPRA,Petrol,2997,SALOON,C2,-,3,"<= 150,000",1997.0,,2020-07
207,20_07_207,Private Car,HONDA,ODYSSEY ABSOLUTE,Petrol,2356,STATION WAGGON,C2,-,6,"<= 150,000",2013.0,,2020-07
208,20_07_208,Private Car,HONDA,STEPWGN G,Petrol,1997,STATION WAGGON,C2,-,7,"<= 150,000",2012.0,,2020-07
209,20_07_209,Private Car,TOYOTA,PRIUS GS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
210,20_07_210,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
211,20_07_211,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
212,20_07_212,Private Car,KIA,STONIC 1.0T DCT,Petrol,998,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
213,20_07_213,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
214,20_07_214,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
215,20_07_215,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
216,20_07_216,Private Car,TOYOTA,VOXY HYBRID,Petrol,1797,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2014.0,,2020-07
217,20_07_217,Private Car,VOLVO,XC60 T5 MOMENTUM,Petrol,1969,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
218,20_07_218,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
219,20_07_219,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
220,20_07_220,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
221,20_07_221,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
222,20_07_222,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
223,20_07_223,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
224,20_07_224,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
225,20_07_225,Private Car,HONDA,STEPWGN SPADA,Petrol,1496,STATION WAGGON,C2,-,7,"> 150,000 and <= 300,000",2015.0,,2020-07
226,20_07_226,Private Car,MITSUBISHI,LANCER EVOLUTION,Petrol,1997,SALOON,C2,-,4,"<= 150,000",1995.0,,2020-07
227,20_07_227,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
228,20_07_228,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
229,20_07_229,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
230,20_07_230,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
231,20_07_231,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
232,20_07_232,Private Car,KIA,STONIC 1.0T DCT,Petrol,998,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
233,20_07_233,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
234,20_07_234,Private Car,HONDA,JAZZ,Petrol,1496,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
235,20_07_235,Private Car,LANDROVER,RR EVOQUE P250 R-DYN HSE,Petrol,1997,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
236,20_07_236,Private Car,HONDA,FREED HYBRID JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2013.0,,2020-07
237,20_07_237,Private Car,HONDA,FIT HYBRID F PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2015.0,,2020-07
238,20_07_238,Private Car,PORSCHE,911 CARRERA S COUPE,Petrol,2981,SALOON,A,-,3,"> 500,000",2019.0,,2020-07
239,20_07_239,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
240,20_07_240,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2017.0,,2020-07
241,20_07_241,Private Car,MAZDA,CX-5 IPM2 2.0 CORE,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
242,20_07_242,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
243,20_07_243,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
244,20_07_244,Private Car,HONDA,N-BOX CUSTOM G TURBO SS PACKAGE,Petrol,658,STATION WAGGON,C2,-,3,"<= 150,000",2013.0,,2020-07
245,20_07_245,Private Car,TOYOTA,VELLFIRE,Petrol,2362,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2012.0,,2020-07
246,20_07_246,Private Car,MERCEDES BENZ,GLC300 4MATIC FACELIFT (X253),Petrol,1991,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
247,20_07_247,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
248,20_07_248,Private Car,HYUNDAI,KONA ELECTRIC,Electric,-,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
249,20_07_249,Private Car,HONDA,FREED G AERO JUST SELECTION,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2010.0,,2020-07
250,20_07_250,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
251,20_07_251,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
252,20_07_252,Private Car,HONDA,STEPWGN SPADA Z,Petrol,1997,STATION WAGGON,C2,-,7,"<= 150,000",2013.0,,2020-07
253,20_07_253,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
254,20_07_254,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
255,20_07_255,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2016.0,,2020-07
256,20_07_256,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
257,20_07_257,Private Car,MERCEDES BENZ,MERCEDES-AMG A45 S 4MATIC+ (W177),Petrol,1991,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
258,20_07_258,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
259,20_07_259,Private Car,TOYOTA,CAMRY 2.5,Petrol,2494,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
260,20_07_260,Private Car,NISSAN,SILVIA,Petrol,1998,SALOON,C2,-,3,"<= 150,000",2000.0,,2020-07
261,20_07_261,Private Car,NISSAN,ELGRAND 350 HWS AVM,Petrol,3498,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
262,20_07_262,Private Car,HONDA,CIVIC TYPE R,Petrol,1595,SALOON,C2,-,3,"<= 150,000",1999.0,,2020-07
263,20_07_263,Private Car,TOYOTA,NOAH,Petrol,1987,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
264,20_07_264,Private Car,KIA,CERATO 2.0 MPI PREMIUM,Petrol,1999,SALOON,A,-,4,"<= 150,000",2018.0,,2020-07
265,20_07_265,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
266,20_07_266,Private Car,TOYOTA,SIENTA HYBRID,Petrol,1496,STATION WAGGON,C2,-,5,"<= 150,000",2016.0,,2020-07
267,20_07_267,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
268,20_07_268,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020.0,,2020-07
269,20_07_269,Private Car,KIA,NIRO EV+ DELUXE,Electric,-,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
270,20_07_270,Private Car,LANDROVER,RR EVOQUE P250 R-DYN HSE,Petrol,1997,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
271,20_07_271,Private Car,MERCEDES BENZ,GLB250 4MATIC (X247),Petrol,1991,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
272,20_07_272,Private Car,ALFA ROMEO,GIULIA QUADRIFOGLIO,Petrol,2891,SALOON,C2,-,3,"> 300,000 and <= 500,000",2017.0,,2020-07
273,20_07_273,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
274,20_07_274,Private Car,MAZDA,CX-8 2.5 I-PLUS,Petrol,2488,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
275,20_07_275,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
276,20_07_276,Private Car,DAIHATSU,ATRAI,Petrol,659,STATION WAGGON,C2,-,3,"<= 150,000",1995.0,,2020-07
277,20_07_277,Private Car,SUZUKI,JIMNY 1.5 4WD 4AT,Petrol,1462,STATION WAGGON,A,-,3,"> 150,000 and <= 300,000",2020.0,,2020-07
278,20_07_278,Private Car,AUDI,Q3 45 TFSI QUATTRO S LINE,Petrol,1984,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
279,20_07_279,Private Car,HONDA,FIT HYBRID S,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
280,20_07_280,Private Car,PORSCHE,CAYENNE,Petrol,2995,STATION WAGGON,A,-,4,"> 500,000",2019.0,,2020-07
281,20_07_281,Private Car,TOYOTA,MARK X,Petrol,2499,SALOON,C2,-,4,"<= 150,000",2015.0,,2020-07
282,20_07_282,Private Car,TOYOTA,VELLFIRE,Petrol,3456,STATION WAGGON,C2,-,6,"<= 150,000",2009.0,,2020-07
283,20_07_283,Private Car,TOYOTA,PRIUS HYBRID,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
284,20_07_284,Private Car,ROVER,MINI,Petrol,1275,SALOON,C2,-,3,"<= 150,000",1999.0,,2020-07
285,20_07_285,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020.0,,2020-07
286,20_07_286,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
287,20_07_287,Private Car,LEXUS,UX200,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
288,20_07_288,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
289,20_07_289,Private Car,MERCEDES BENZ,G63 AMG,Petrol,3982,STATION WAGGON,A,-,4,"> 500,000",2020.0,,2020-07
290,20_07_290,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C1,-,6,"> 300,000 and <= 500,000",2020.0,,2020-07
291,20_07_291,Private Car,HONDA,VEZEL,Petrol,1496,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
292,20_07_292,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
293,20_07_293,Private Car,HONDA,CIVIC TYPE R,Petrol,1998,SALOON,C2,-,3,"> 150,000 and <= 300,000",2010.0,,2020-07
294,20_07_294,Private Car,MAZDA,7G MAZDA3 SEDAN 1.5 HIGH,Petrol,1496,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
295,20_07_295,Private Car,MINI,MINI JOHN COOPER WORKS COUNTRYMAN AUTOMATIC (F60),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
296,20_07_296,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2012.0,,2020-07
297,20_07_297,Private Car,B.M.W.,M850IA XDRIVE COUPE (G15),Petrol,4395,SALOON,A,-,3,"> 500,000",2019.0,,2020-07
298,20_07_298,Private Car,BMW I,I3 120AH (I01),Electric,-,SALOON,A,-,3,"> 300,000 and <= 500,000",2019.0,,2020-07
299,20_07_299,Private Car,HONDA,STEPWGN,Petrol,1496,STATION WAGGON,A,-,7,"> 150,000 and <= 300,000",2020.0,,2020-07
300,20_07_300,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
301,20_07_301,Private Car,HONDA,FIT RS,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
302,20_07_302,Private Car,HONDA,N-ONE PREMIUM TOURER L PACKAGE,Petrol,658,SALOON,C2,-,3,"<= 150,000",2013.0,,2020-07
303,20_07_303,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
304,20_07_304,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
305,20_07_305,Private Car,MERCEDES BENZ,A220 SALOON (V177),Petrol,1991,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
306,20_07_306,Private Car,SUBARU,XV 2.0I AWD CVT,Petrol,1995,STATION WAGGON,A,-,4,"<= 150,000",2020.0,,2020-07
307,20_07_307,Private Car,TOYOTA,ALPHARD,Petrol,3456,STATION WAGGON,C2,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
308,20_07_308,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
309,20_07_309,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2013.0,,2020-07
310,20_07_310,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
311,20_07_311,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
312,20_07_312,Private Car,MERCEDES BENZ,E200 COUPE (C238),Petrol,1991,SALOON,A,-,3,"> 300,000 and <= 500,000",2019.0,,2020-07
313,20_07_313,Private Car,HONDA,FIT HYBRID S PACKAGE,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2014.0,,2020-07
314,20_07_314,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
315,20_07_315,Private Car,HONDA,ODYSSEY ABSOLUTE,Petrol,2354,STATION WAGGON,C2,-,6,"<= 150,000",2012.0,,2020-07
316,20_07_316,Private Car,MERCEDES BENZ,CLA250 COUPE (C118),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
317,20_07_317,Private Car,MAZDA,7G MAZDA3 SEDAN 2.0 I-PLUS,Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
318,20_07_318,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
319,20_07_319,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,A,-,4,"<= 150,000",2020.0,,2020-07
320,20_07_320,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"> 150,000 and <= 300,000",2017.0,,2020-07
321,20_07_321,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,3,"> 500,000",2020.0,,2020-07
322,20_07_322,Private Car,HONDA,CIVIC SIR 2,Petrol,1595,SALOON,C2,-,3,"<= 150,000",1994.0,,2020-07
323,20_07_323,Private Car,TOYOTA,NOAH,Petrol,1986,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2015.0,,2020-07
324,20_07_324,Private Car,B.M.W.,520IA SALOON M SPORT EDITION (G30),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
325,20_07_325,Private Car,B.M.W.,X5 XDRIVE40IA 7-SEATER XLINE (G05),Petrol,2998,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
326,20_07_326,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
327,20_07_327,Private Car,HYUNDAI,IONIQ ELECTRIC,Electric,-,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
328,20_07_328,Private Car,LEXUS,CT200H,Petrol,1797,STATION WAGGON,C2,-,4,"<= 150,000",2013.0,,2020-07
329,20_07_329,Private Car,MAZDA,ROADSTER S-SPECIAL,Petrol,1839,CONVERTIBLE,C2,-,1,"<= 150,000",1993.0,,2020-07
330,20_07_330,Private Car,HONDA,FIT X,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2010.0,,2020-07
331,20_07_331,Private Car,TOYOTA,ZVW30RAHXEBWSD,Petrol,1798,SALOON,C2,-,4,"> 150,000 and <= 300,000",2010.0,,2020-07
332,20_07_332,Private Car,TOYOTA,RAV4,Petrol,1987,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
333,20_07_333,Private Car,TOYOTA,SPADE,Petrol,1496,SALOON,C2,-,4,"<= 150,000",2012.0,,2020-07
334,20_07_334,Private Car,B.M.W.,X3 XDRIVE20IA XLINE (G01),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
335,20_07_335,Private Car,SUZUKI,JIMNY 1.5 4WD 5MT,Petrol,1462,STATION WAGGON,A,-,3,"<= 150,000",2020.0,,2020-07
336,20_07_336,Private Car,SUBARU,IMPREZA SPORTS COUPE WRX TYPE R STI VERSION V,Petrol,1994,SALOON,C2,-,4,"<= 150,000",1998.0,,2020-07
337,20_07_337,Private Car,B.M.W.,M135IA XDRIVE (F40),Petrol,1998,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2020.0,,2020-07
338,20_07_338,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
339,20_07_339,Private Car,PORSCHE,MACAN,Petrol,1984,STATION WAGGON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
340,20_07_340,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
341,20_07_341,Private Car,SUZUKI,SOLIO X,Petrol,1242,SALOON,C2,-,4,"<= 150,000",2015.0,,2020-07
342,20_07_342,Private Car,HONDA,FREED SPIKE GI AERO,Petrol,1496,STATION WAGGON,C2,-,4,"<= 150,000",2010.0,,2020-07
343,20_07_343,Private Car,NISSAN,SERENA E-POWER HIGHWAY STAR VIP,Petrol,1198,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
344,20_07_344,Private Car,MERCEDES BENZ,E200 AVANTGARDE (W213),Petrol,1991,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
345,20_07_345,Private Car,DFSK,580,Petrol,1499,STATION WAGGON,A,-,6,"<= 150,000",2020.0,,2020-07
346,20_07_346,Private Car,TOYOTA,CAMRY 2.5,Petrol,2494,SALOON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
347,20_07_347,Private Car,HONDA,ODYSSEY ABSOLUTE EX,Petrol,2356,STATION WAGGON,C2,-,6,"> 150,000 and <= 300,000",2014.0,,2020-07
348,20_07_348,Private Car,TOYOTA,VOXY,Petrol,1986,STATION WAGGON,C2,-,7,"> 150,000 and <= 300,000",2017.0,,2020-07
349,20_07_349,Private Car,LEXUS,NX300,Petrol,1998,STATION WAGGON,A,-,4,"> 150,000 and <= 300,000",2020.0,,2020-07
350,20_07_350,Private Car,TOYOTA,SIENTA HV,Petrol,1497,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
351,20_07_351,Private Car,TOYOTA,PRIUS,Petrol,1797,SALOON,C2,-,4,"<= 150,000",2014.0,,2020-07
352,20_07_352,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
353,20_07_353,Private Car,B.M.W.,330IA SALOON SPORT (G20),Petrol,1998,SALOON,A,-,4,"> 300,000 and <= 500,000",2019.0,,2020-07
354,20_07_354,Private Car,B.M.W.,320IA SALOON M SPORT EDITION (G20),Petrol,1998,SALOON,A,-,4,"> 150,000 and <= 300,000",2019.0,,2020-07
355,20_07_355,Private Car,MERCEDES BENZ,GLE450 4M (V167),Petrol,2999,STATION WAGGON,A,-,6,"> 300,000 and <= 500,000",2019.0,,2020-07
356,20_07_356,Private Car,HONDA,FREED G HIGHWAY EDITION,Petrol,1496,STATION WAGGON,C2,-,7,"<= 150,000",2011.0,,2020-07
357,20_07_357,Private Car,HONDA,FREED,Petrol,1496,STATION WAGGON,A,-,6,"> 150,000 and <= 300,000",2020.0,,2020-07
358,20_07_358,Private Car,TOYOTA,SIENTA,Petrol,1496,STATION WAGGON,C2,-,6,"<= 150,000",2014.0,,2020-07
359,20_07_359,Private Car,NISSAN,CUBE 15X,Petrol,1498,STATION WAGGON,C2,-,4,"<= 150,000",2011.0,,2020-07
360,20_07_360,Private Car,LEXUS,LM350,Petrol,3456,STATION WAGGON,A,-,6,"> 500,000",2020.0,,2020-07
